product_type,variant,sku,product_price,actual_drop_date,drop_month,print,season,drop_time_holiday,print_gender,product_gender,main_color,designcat,designelement,returning_cohort,first_time_cohort,returning_sales,first_time_sales,rc_total,ft_total,rc_sales_total,ft_sales_total,order_quantity,confidence_score,sold_amount_14,sold_amount_30,sold_amount_45,sold_amount_60,sold_amount_75,sold_amount_90,sellout_flg,marketing_spend_drop,marketing_flag,convertible_romper_in_drop,pajama_set_in_drop,romper_in_drop,footie_in_drop,prints_in_drop,corrected_order_amt,total_sales_drop,proportion,order_proportion
Pajama Set,9/10Y,4770,39.0,2022-09-14,9,Wish Upon a Star,Winter,Regular,Neutral,Neutral,Tan,Stars,Space,321,212,501.0,246.0,10769,16824,69194.0,46146.0,30,C,2.0,2.0,2.0,3.0,3.0,3.0,0,60.08366666666667,1,0,1,0,0,4,30,1046.0,0.0028680688336520078,0.025210084033613446
Romper,6 - 9 Months,4749,36.0,2022-09-14,9,Wish Upon a Star,Fall,Regular,Neutral,Neutral,Tan,Stars,Space,1328,2000,2339.0,2679.0,10769,16824,69194.0,46146.0,60,C,22.0,26.0,29.0,47.0,62.0,61.0,0,60.08366666666667,1,0,0,1,1,4,60,1046.0,0.058317399617590825,0.05042016806722689
Pajama Set,4T,4767,39.0,2022-09-14,9,Wish Upon a Star,Spring,Regular,Neutral,Neutral,Tan,Stars,Space,931,539,1563.0,651.0,10769,16824,69194.0,46146.0,30,C,19.0,20.0,19.0,29.0,35.0,31.0,0,60.08366666666667,1,0,1,0,0,4,30,1046.0,0.029636711281070746,0.025210084033613446
Baby Dress,12 - 18 Months,4756,38.0,2022-09-14,9,Wish Upon a Star,Spring,Regular,Neutral,Girl,Tan,Stars,Space,2187,1727,4557.0,2419.0,10769,16824,69194.0,46146.0,50,C,38.0,40.0,41.0,48.0,48.0,48.0,0,60.08366666666667,1,0,0,1,1,4,50,1046.0,0.045889101338432124,0.04201680672268908
Pajama Set,3T,4766,39.0,2022-09-14,9,Wish Upon a Star,Spring,Regular,Neutral,Neutral,Tan,Stars,Space,1155,561,2015.0,642.0,10769,16824,69194.0,46146.0,30,C,23.0,26.0,27.0,39.0,41.0,41.0,0,60.08366666666667,1,0,1,0,0,4,30,1046.0,0.03919694072657744,0.025210084033613446
Romper,9 - 12 Months,4750,36.0,2022-09-14,9,Wish Upon a Star,Spring,Regular,Neutral,Neutral,Tan,Stars,Space,1568,1679,2917.0,2360.0,10769,16824,69194.0,46146.0,60,C,28.0,37.0,42.0,60.0,59.0,59.0,0,60.08366666666667,1,0,0,1,1,4,60,1046.0,0.05640535372848948,0.05042016806722689
Baby Dress,6 - 12 Months,4755,38.0,2022-09-14,9,Wish Upon a Star,Winter,Regular,Neutral,Girl,Tan,Stars,Space,801,506,1307.0,583.0,10769,16824,69194.0,46146.0,60,C,27.0,27.0,32.0,37.0,44.0,46.0,0,60.08366666666667,1,0,0,0,0,4,60,1046.0,0.04397705544933078,0.05042016806722689
Baby Dress,18 - 24 Months,4757,38.0,2022-09-14,9,Wish Upon a Star,Winter,Regular,Neutral,Girl,Tan,Stars,Space,2216,1382,4371.0,1888.0,10769,16824,69194.0,46146.0,50,C,16.0,19.0,21.0,25.0,29.0,31.0,0,60.08366666666667,1,0,0,1,1,4,50,1046.0,0.029636711281070746,0.04201680672268908
Pajama Set,7/8Y,4769,39.0,2022-09-14,9,Wish Upon a Star,Spring,Regular,Neutral,Neutral,Tan,Stars,Space,522,361,855.0,420.0,10769,16824,69194.0,46146.0,30,C,7.0,7.0,7.0,9.0,10.0,12.0,0,60.08366666666667,1,0,1,0,0,4,30,1046.0,0.011472275334608031,0.025210084033613446
Footie,2T,4746,36.0,2022-09-14,9,Wish Upon a Star,Winter,Regular,Neutral,Neutral,Tan,Stars,Space,2316,1301,4872.0,1716.0,10769,16824,69194.0,46146.0,40,C,12.0,13.0,18.0,20.0,24.0,25.0,0,60.08366666666667,1,0,1,1,1,4,40,1046.0,0.02390057361376673,0.03361344537815126
Footie,9 - 12 Months,4743,36.0,2022-09-14,9,Wish Upon a Star,Fall,Regular,Neutral,Neutral,Tan,Stars,Space,1568,1679,2917.0,2360.0,10769,16824,69194.0,46146.0,60,C,24.0,33.0,35.0,45.0,48.0,52.0,0,60.08366666666667,1,0,0,1,1,4,60,1046.0,0.0497131931166348,0.05042016806722689
Footie,12 - 18 Months,4744,36.0,2022-09-14,9,Wish Upon a Star,Fall,Regular,Neutral,Neutral,Tan,Stars,Space,2187,1727,4557.0,2419.0,10769,16824,69194.0,46146.0,50,C,21.0,29.0,34.0,44.0,51.0,51.0,0,60.08366666666667,1,0,0,1,1,4,50,1046.0,0.04875717017208413,0.04201680672268908
Pajama Set,5/6Y,4768,39.0,2022-09-14,9,Wish Upon a Star,Winter,Regular,Neutral,Neutral,Tan,Stars,Space,706,471,1123.0,547.0,10769,16824,69194.0,46146.0,30,C,11.0,11.0,10.0,15.0,18.0,21.0,0,60.08366666666667,1,0,1,0,0,4,30,1046.0,0.020076481835564052,0.025210084033613446
Baby Dress,3 - 6 Months,4754,38.0,2022-09-14,9,Wish Upon a Star,Spring,Regular,Neutral,Girl,Tan,Stars,Space,1234,2499,2395.0,3446.0,10769,16824,69194.0,46146.0,40,C,14.0,16.0,16.0,18.0,22.0,23.0,0,60.08366666666667,1,0,0,1,1,4,40,1046.0,0.02198852772466539,0.03361344537815126
Romper,12 - 18 Months,4751,36.0,2022-09-14,9,Wish Upon a Star,Spring,Regular,Neutral,Neutral,Tan,Stars,Space,2187,1727,4557.0,2419.0,10769,16824,69194.0,46146.0,50,C,37.0,47.0,46.0,45.0,45.0,45.0,0,60.08366666666667,1,0,0,1,1,4,50,1046.0,0.043021032504780114,0.04201680672268908
Romper,2T,4753,36.0,2022-09-14,9,Wish Upon a Star,Spring,Regular,Neutral,Neutral,Tan,Stars,Space,2316,1301,4872.0,1716.0,10769,16824,69194.0,46146.0,40,C,19.0,23.0,26.0,39.0,37.0,37.0,0,60.08366666666667,1,0,1,1,1,4,40,1046.0,0.03537284894837476,0.03361344537815126
Footie,6 - 9 Months,4742,36.0,2022-09-14,9,Wish Upon a Star,Winter,Regular,Neutral,Neutral,Tan,Stars,Space,1328,2000,2339.0,2679.0,10769,16824,69194.0,46146.0,60,C,19.0,25.0,32.0,40.0,54.0,58.0,0,60.08366666666667,1,0,0,1,1,4,60,1046.0,0.055449330783938815,0.05042016806722689
Pajama Set,2T,4765,39.0,2022-09-14,9,Wish Upon a Star,Spring,Regular,Neutral,Neutral,Tan,Stars,Space,2316,1301,4872.0,1716.0,10769,16824,69194.0,46146.0,30,C,17.0,18.0,18.0,30.0,37.0,36.0,0,60.08366666666667,1,0,1,1,1,4,30,1046.0,0.03441682600382409,0.025210084033613446
Baby Dress,2T,4758,38.0,2022-09-14,9,Wish Upon a Star,Spring,Regular,Neutral,Girl,Tan,Stars,Space,2316,1301,4872.0,1716.0,10769,16824,69194.0,46146.0,40,C,19.0,21.0,25.0,33.0,37.0,37.0,0,60.08366666666667,1,0,1,1,1,4,40,1046.0,0.03537284894837476,0.03361344537815126
Footie,3 - 6 Months,4741,36.0,2022-09-14,9,Wish Upon a Star,Spring,Regular,Neutral,Neutral,Tan,Stars,Space,1234,2499,2395.0,3446.0,10769,16824,69194.0,46146.0,60,C,40.0,50.0,59.0,64.0,64.0,64.0,0,60.08366666666667,1,0,0,1,1,4,60,1046.0,0.06118546845124283,0.05042016806722689
Pajama Set,2T,10641,39.0,2023-06-28,6,You've Been Spotted,Fall,Regular,Neutral,Neutral,Light Blue,Leopards,Animals,1675,727,3153.0,1002.0,8911,11143,61218.0,35901.0,75,A,13.0,30.0,32.0,36.0,36.0,36.0,0,5.288777777777777,1,0,1,1,1,2,75,1293.0,0.027842227378190254,0.0395778364116095
Footie,2T,10627,36.0,2023-06-28,6,You've Been Spotted,Fall,Regular,Neutral,Neutral,Light Blue,Leopards,Animals,1675,727,3153.0,1002.0,8911,11143,61218.0,35901.0,40,A,9.0,39.0,38.0,38.0,38.0,38.0,0,5.288777777777777,1,0,1,1,1,2,40,1293.0,0.029389017788089715,0.021108179419525065
Romper,0 - 3 Months,10628,36.0,2023-06-28,6,You've Been Spotted,Fall,Regular,Neutral,Neutral,Light Blue,Leopards,Animals,455,1087,645.0,1473.0,8911,11143,61218.0,35901.0,65,A,7.0,15.0,16.0,17.0,22.0,25.0,0,5.288777777777777,1,0,0,1,1,2,65,1293.0,0.019334880123743233,0.03430079155672823
Mom Pants,M,10658,38.0,2023-06-28,6,You've Been Spotted,Winter,Regular,Neutral,Adult Wear - Women,Light Blue,Leopards,Animals,475,171,747.0,204.0,8911,11143,61218.0,35901.0,30,A,8.0,9.0,9.0,9.0,9.0,9.0,0,5.288777777777777,1,0,0,0,0,2,30,1293.0,0.0069605568445475635,0.0158311345646438
Romper,2T,10634,36.0,2023-06-28,6,You've Been Spotted,Fall,Regular,Neutral,Neutral,Light Blue,Leopards,Animals,1675,727,3153.0,1002.0,8911,11143,61218.0,35901.0,70,A,10.0,52.0,54.0,59.0,62.0,65.0,0,5.288777777777777,1,0,1,1,1,2,70,1293.0,0.050270688321732405,0.036939313984168866
Romper,9 - 12 Months,10631,36.0,2023-06-28,6,You've Been Spotted,Winter,Regular,Neutral,Neutral,Light Blue,Leopards,Animals,710,1050,1063.0,1474.0,8911,11143,61218.0,35901.0,120,A,15.0,40.0,44.0,49.0,53.0,59.0,0,5.288777777777777,1,0,0,1,1,2,120,1293.0,0.04563031709203403,0.0633245382585752
Pajama Set,7/8Y,10645,39.0,2023-06-28,6,You've Been Spotted,Fall,Regular,Neutral,Neutral,Light Blue,Leopards,Animals,408,223,609.0,254.0,8911,11143,61218.0,35901.0,30,A,5.0,13.0,14.0,17.0,17.0,18.0,0,5.288777777777777,1,0,1,0,0,2,30,1293.0,0.013921113689095127,0.0158311345646438
Footie,12 - 18 Months,10625,36.0,2023-06-28,6,You've Been Spotted,Fall,Regular,Neutral,Neutral,Light Blue,Leopards,Animals,1376,1170,2541.0,1623.0,8911,11143,61218.0,35901.0,120,A,18.0,121.0,121.0,121.0,121.0,121.0,0,5.288777777777777,1,0,0,1,1,2,120,1293.0,0.09358081979891725,0.0633245382585752
Footie,0 - 3 Months,10621,36.0,2023-06-28,6,You've Been Spotted,Fall,Regular,Neutral,Neutral,Light Blue,Leopards,Animals,455,1087,645.0,1473.0,8911,11143,61218.0,35901.0,105,A,13.0,65.0,83.0,83.0,83.0,82.0,0,5.288777777777777,1,0,0,1,1,2,105,1293.0,0.0634184068058778,0.055408970976253295
Mom Pants,XL,10660,38.0,2023-06-28,6,You've Been Spotted,Fall,Regular,Neutral,Adult Wear - Women,Light Blue,Leopards,Animals,374,176,627.0,222.0,8911,11143,61218.0,35901.0,25,A,2.0,3.0,3.0,3.0,3.0,4.0,0,5.288777777777777,1,0,0,0,0,2,25,1293.0,0.0030935808197989174,0.013192612137203167
Footie,18 - 24 Months,10626,36.0,2023-06-28,6,You've Been Spotted,Fall,Regular,Neutral,Neutral,Light Blue,Leopards,Animals,1397,858,2462.0,1143.0,8911,11143,61218.0,35901.0,80,A,14.0,81.0,80.0,80.0,80.0,79.0,0,5.288777777777777,1,0,0,1,1,2,80,1293.0,0.06109822119102862,0.04221635883905013
Pajama Set,9/10Y,10646,39.0,2023-06-28,6,You've Been Spotted,Fall,Regular,Neutral,Neutral,Light Blue,Leopards,Animals,244,155,345.0,184.0,8911,11143,61218.0,35901.0,20,A,4.0,12.0,12.0,14.0,14.0,14.0,0,5.288777777777777,1,0,1,0,0,2,20,1293.0,0.01082753286929621,0.010554089709762533
Mom Pants,L,10659,38.0,2023-06-28,6,You've Been Spotted,Fall,Regular,Neutral,Adult Wear - Women,Light Blue,Leopards,Animals,508,197,808.0,228.0,8911,11143,61218.0,35901.0,30,A,7.0,7.0,9.0,9.0,9.0,9.0,0,5.288777777777777,1,0,0,0,0,2,30,1293.0,0.0069605568445475635,0.0158311345646438
Romper,3 - 6 Months,10629,36.0,2023-06-28,6,You've Been Spotted,Winter,Regular,Neutral,Neutral,Light Blue,Leopards,Animals,893,1711,1362.0,2321.0,8911,11143,61218.0,35901.0,120,A,14.0,44.0,48.0,53.0,56.0,58.0,0,5.288777777777777,1,0,0,1,1,2,120,1293.0,0.0448569218870843,0.0633245382585752
Mom Pants,S,10657,38.0,2023-06-28,6,You've Been Spotted,Fall,Regular,Neutral,Adult Wear - Women,Light Blue,Leopards,Animals,436,138,724.0,183.0,8911,11143,61218.0,35901.0,25,A,3.0,7.0,7.0,7.0,7.0,8.0,0,5.288777777777777,1,0,0,0,0,2,25,1293.0,0.006187161639597835,0.013192612137203167
Romper,12 - 18 Months,10632,36.0,2023-06-28,6,You've Been Spotted,Winter,Regular,Neutral,Neutral,Light Blue,Leopards,Animals,1376,1170,2541.0,1623.0,8911,11143,61218.0,35901.0,85,A,17.0,50.0,49.0,47.0,47.0,47.0,0,5.288777777777777,1,0,0,1,1,2,85,1293.0,0.03634957463263728,0.044854881266490766
Pajama Set,5/6Y,10644,39.0,2023-06-28,6,You've Been Spotted,Fall,Regular,Neutral,Neutral,Light Blue,Leopards,Animals,740,380,1148.0,448.0,8911,11143,61218.0,35901.0,45,A,13.0,30.0,30.0,32.0,33.0,35.0,0,5.288777777777777,1,0,1,0,0,2,45,1293.0,0.027068832173240527,0.023746701846965697
Pajama Set,3T,10642,39.0,2023-06-28,6,You've Been Spotted,Winter,Regular,Neutral,Neutral,Light Blue,Leopards,Animals,1105,365,1854.0,439.0,8911,11143,61218.0,35901.0,70,A,15.0,40.0,44.0,46.0,47.0,48.0,0,5.288777777777777,1,0,1,0,0,2,70,1293.0,0.037122969837587005,0.036939313984168866
Footie,3 - 6 Months,10622,36.0,2023-06-28,6,You've Been Spotted,Fall,Regular,Neutral,Neutral,Light Blue,Leopards,Animals,893,1711,1362.0,2321.0,8911,11143,61218.0,35901.0,150,A,18.0,120.0,121.0,121.0,121.0,121.0,0,5.288777777777777,1,0,0,1,1,2,150,1293.0,0.09358081979891725,0.079155672823219
Mom Pants,2XL,10661,38.0,2023-06-28,6,You've Been Spotted,Fall,Regular,Neutral,Adult Wear - Women,Light Blue,Leopards,Animals,317,98,530.0,122.0,8911,11143,61218.0,35901.0,20,A,1.0,3.0,4.0,4.0,4.0,4.0,0,5.288777777777777,1,0,0,0,0,2,20,1293.0,0.0030935808197989174,0.010554089709762533
Romper,18 - 24 Months,10633,36.0,2023-06-28,6,You've Been Spotted,Fall,Regular,Neutral,Neutral,Light Blue,Leopards,Animals,1397,858,2462.0,1143.0,8911,11143,61218.0,35901.0,85,A,11.0,56.0,60.0,60.0,60.0,60.0,0,5.288777777777777,1,0,0,1,1,2,85,1293.0,0.04640371229698376,0.044854881266490766
Footie,9 - 12 Months,10624,36.0,2023-06-28,6,You've Been Spotted,Fall,Regular,Neutral,Neutral,Light Blue,Leopards,Animals,710,1050,1063.0,1474.0,8911,11143,61218.0,35901.0,125,A,14.0,100.0,101.0,101.0,101.0,101.0,0,5.288777777777777,1,0,0,1,1,2,125,1293.0,0.07811291569992267,0.06596306068601583
Romper,6 - 9 Months,10630,36.0,2023-06-28,6,You've Been Spotted,Fall,Regular,Neutral,Neutral,Light Blue,Leopards,Animals,652,1291,1013.0,1709.0,8911,11143,61218.0,35901.0,110,A,16.0,37.0,42.0,46.0,51.0,52.0,0,5.288777777777777,1,0,0,1,1,2,110,1293.0,0.04021655065738593,0.05804749340369393
Footie,Newborn,10620,36.0,2023-06-28,6,You've Been Spotted,Fall,Regular,Neutral,Neutral,Light Blue,Leopards,Animals,264,526,371.0,649.0,8911,11143,61218.0,35901.0,50,A,6.0,28.0,49.0,49.0,48.0,48.0,0,5.288777777777777,1,0,0,0,1,2,50,1293.0,0.037122969837587005,0.026385224274406333
Pajama Set,4T,10643,39.0,2023-06-28,6,You've Been Spotted,Winter,Regular,Neutral,Neutral,Light Blue,Leopards,Animals,924,416,1578.0,518.0,8911,11143,61218.0,35901.0,75,A,13.0,30.0,31.0,35.0,37.0,39.0,0,5.288777777777777,1,0,1,0,0,2,75,1293.0,0.030162412993039442,0.0395778364116095
Footie,6 - 9 Months,10623,36.0,2023-06-28,6,You've Been Spotted,Fall,Regular,Neutral,Neutral,Light Blue,Leopards,Animals,652,1291,1013.0,1709.0,8911,11143,61218.0,35901.0,125,A,12.0,113.0,113.0,113.0,113.0,113.0,0,5.288777777777777,1,0,0,1,1,2,125,1293.0,0.08739365815931942,0.06596306068601583
Pajama Set,7/8Y,13481,39.0,2023-11-22,11,Azure,Winter,Regular,Neutral,Neutral,Light Blue,Solids,Solids,1163,1179,2025.0,1410.0,15336,26325,120381.0,86853.0,90,C,19.0,22.0,22.0,22.0,23.0,24.0,0,,0,0,1,0,0,7,90,608.0,0.039473684210526314,0.0430622009569378
Convertible Romper,3T,13476,36.0,2023-11-22,11,Azure,Winter,Regular,Neutral,Neutral,Light Blue,Solids,Solids,2370,1737,4860.0,2072.0,15336,26325,120381.0,86853.0,100,C,16.0,19.0,21.0,24.0,25.0,26.0,0,,0,1,1,0,0,7,100,608.0,0.04276315789473684,0.04784688995215311
Pajama Set,4T,13479,39.0,2023-11-22,11,Azure,Winter,Regular,Neutral,Neutral,Light Blue,Solids,Solids,2130,1812,4158.0,2160.0,15336,26325,120381.0,86853.0,160,C,25.0,25.0,26.0,28.0,31.0,31.0,0,,0,0,1,0,0,7,160,608.0,0.05098684210526316,0.07655502392344497
Pajama Set,3T,13478,39.0,2023-11-22,11,Azure,Winter,Regular,Neutral,Neutral,Light Blue,Solids,Solids,2370,1737,4860.0,2072.0,15336,26325,120381.0,86853.0,170,C,28.0,32.0,36.0,39.0,40.0,41.0,0,,0,1,1,0,0,7,170,608.0,0.06743421052631579,0.08133971291866028
Convertible Romper,3 - 6 Months,13470,36.0,2023-11-22,11,Azure,Winter,Regular,Neutral,Neutral,Light Blue,Solids,Solids,1302,2713,2266.0,3750.0,15336,26325,120381.0,86853.0,230,C,28.0,37.0,40.0,52.0,59.0,62.0,0,,0,1,0,0,0,7,230,608.0,0.10197368421052631,0.11004784688995216
Pajama Set,9/10Y,13482,39.0,2023-11-22,11,Azure,Winter,Regular,Neutral,Neutral,Light Blue,Solids,Solids,781,756,1384.0,932.0,15336,26325,120381.0,86853.0,70,C,3.0,3.0,3.0,4.0,4.0,5.0,0,,0,0,1,0,0,7,70,608.0,0.008223684210526315,0.03349282296650718
Pajama Set,5/6Y,13480,39.0,2023-11-22,11,Azure,Winter,Regular,Neutral,Neutral,Light Blue,Solids,Solids,1700,1882,3129.0,2253.0,15336,26325,120381.0,86853.0,110,C,21.0,28.0,29.0,29.0,31.0,33.0,0,,0,0,1,0,0,7,110,608.0,0.054276315789473686,0.05263157894736842
Convertible Romper,2T,13475,36.0,2023-11-22,11,Azure,Winter,Regular,Neutral,Neutral,Light Blue,Solids,Solids,3114,2673,7007.0,3553.0,15336,26325,120381.0,86853.0,140,C,20.0,23.0,23.0,28.0,31.0,33.0,0,,0,1,1,0,0,7,140,608.0,0.054276315789473686,0.06698564593301436
Convertible Romper,6 - 9 Months,13471,36.0,2023-11-22,11,Azure,Winter,Regular,Neutral,Neutral,Light Blue,Solids,Solids,1143,2242,1920.0,3075.0,15336,26325,120381.0,86853.0,200,C,40.0,50.0,55.0,63.0,68.0,71.0,0,,0,1,0,0,0,7,200,608.0,0.11677631578947369,0.09569377990430622
Convertible Romper,12 - 18 Months,13473,36.0,2023-11-22,11,Azure,Winter,Regular,Neutral,Neutral,Light Blue,Solids,Solids,2443,3149,5132.0,4546.0,15336,26325,120381.0,86853.0,200,C,47.0,54.0,59.0,72.0,80.0,84.0,0,,0,1,0,0,0,7,200,608.0,0.13815789473684212,0.09569377990430622
Convertible Romper,0 - 3 Months,13469,36.0,2023-11-22,11,Azure,Winter,Regular,Neutral,Neutral,Light Blue,Solids,Solids,807,1899,1246.0,2523.0,15336,26325,120381.0,86853.0,130,C,22.0,28.0,32.0,39.0,45.0,49.0,0,,0,1,0,0,0,7,130,608.0,0.0805921052631579,0.06220095693779904
Convertible Romper,18 - 24 Months,13474,36.0,2023-11-22,11,Azure,Winter,Regular,Neutral,Neutral,Light Blue,Solids,Solids,2370,2311,4980.0,3314.0,15336,26325,120381.0,86853.0,130,C,39.0,45.0,48.0,51.0,59.0,62.0,0,,0,1,0,0,0,7,130,608.0,0.10197368421052631,0.06220095693779904
Convertible Romper,9 - 12 Months,13472,36.0,2023-11-22,11,Azure,Winter,Regular,Neutral,Neutral,Light Blue,Solids,Solids,1444,2601,2506.0,3674.0,15336,26325,120381.0,86853.0,190,C,32.0,42.0,46.0,58.0,61.0,62.0,0,,0,1,0,0,0,7,190,608.0,0.10197368421052631,0.09090909090909091
Pajama Set,2T,13477,39.0,2023-11-22,11,Azure,Winter,Regular,Neutral,Neutral,Light Blue,Solids,Solids,3114,2673,7007.0,3553.0,15336,26325,120381.0,86853.0,170,C,20.0,21.0,21.0,24.0,25.0,25.0,0,,0,1,1,0,0,7,170,608.0,0.04111842105263158,0.08133971291866028
Footie,3 - 6 Months,6037,36.0,2022-05-25,5,Feelin' Pine,Fall,Hero,Neutral,Neutral,Light Blue,Pineapple,Fruits,1073,1691,1956.0,2338.0,9039,12068,50330.0,33310.0,80,A,281.0,461.0,506.0,510.0,514.0,514.0,1,273.5786666666668,1,0,0,0,1,4,160,4508.0,0.11401952085181899,0.05673758865248227
Baby Dress,12 - 18 Months,6058,38.0,2022-05-25,5,Feelin' Pine,Spring,Hero,Neutral,Girl,Light Blue,Pineapple,Fruits,1718,1180,3228.0,1671.0,9039,12068,50330.0,33310.0,60,A,95.0,95.0,95.0,95.0,100.0,99.0,1,273.5786666666668,1,0,0,0,1,4,120,4508.0,0.021960958296362024,0.0425531914893617
Footie,6 - 9 Months,6038,36.0,2022-05-25,5,Feelin' Pine,Fall,Hero,Neutral,Neutral,Light Blue,Pineapple,Fruits,1120,1284,1884.0,1735.0,9039,12068,50330.0,33310.0,80,A,264.0,440.0,462.0,469.0,473.0,473.0,1,273.5786666666668,1,0,0,0,1,4,160,4508.0,0.104924578527063,0.05673758865248227
Baby Dress,6 - 12 Months,6057,38.0,2022-05-25,5,Feelin' Pine,Spring,Hero,Neutral,Girl,Light Blue,Pineapple,Fruits,518,366,825.0,453.0,9039,12068,50330.0,33310.0,60,A,98.0,96.0,96.0,96.0,101.0,101.0,1,273.5786666666668,1,0,0,0,0,4,120,4508.0,0.022404614019520853,0.0425531914893617
Pajama Set,3T,6062,39.0,2022-05-25,5,Feelin' Pine,Fall,Hero,Neutral,Neutral,Light Blue,Pineapple,Fruits,749,430,1174.0,470.0,9039,12068,50330.0,33310.0,80,A,35.0,41.0,54.0,59.0,60.0,61.0,0,273.5786666666668,1,0,1,0,0,4,80,4508.0,0.013531499556344277,0.05673758865248227
Footie,18 - 24 Months,6041,36.0,2022-05-25,5,Feelin' Pine,Spring,Hero,Neutral,Neutral,Light Blue,Pineapple,Fruits,1465,924,2708.0,1237.0,9039,12068,50330.0,33310.0,60,A,178.0,302.0,336.0,347.0,351.0,351.0,1,273.5786666666668,1,0,0,0,1,4,120,4508.0,0.07786157941437445,0.0425531914893617
Baby Dress,2T,6060,38.0,2022-05-25,5,Feelin' Pine,Spring,Hero,Neutral,Girl,Light Blue,Pineapple,Fruits,1402,777,2646.0,1015.0,9039,12068,50330.0,33310.0,50,A,75.0,74.0,73.0,73.0,78.0,78.0,1,273.5786666666668,1,0,1,0,1,4,100,4508.0,0.01730257320319432,0.03546099290780142
Pajama Set,5/6Y,6064,39.0,2022-05-25,5,Feelin' Pine,Fall,Hero,Neutral,Neutral,Light Blue,Pineapple,Fruits,537,368,853.0,424.0,9039,12068,50330.0,33310.0,60,A,24.0,28.0,35.0,36.0,39.0,40.0,0,273.5786666666668,1,0,1,0,0,4,60,4508.0,0.008873114463176575,0.0425531914893617
Footie,Newborn,6035,36.0,2022-05-25,5,Feelin' Pine,Spring,Hero,Neutral,Neutral,Light Blue,Pineapple,Fruits,315,467,451.0,598.0,9039,12068,50330.0,33310.0,40,A,88.0,147.0,163.0,178.0,205.0,221.0,1,273.5786666666668,1,0,0,0,1,4,80,4508.0,0.04902395740905058,0.028368794326241134
Pajama Set,9/10Y,6066,39.0,2022-05-25,5,Feelin' Pine,Spring,Hero,Neutral,Neutral,Light Blue,Pineapple,Fruits,198,112,308.0,129.0,9039,12068,50330.0,33310.0,50,A,13.0,14.0,18.0,19.0,20.0,20.0,0,273.5786666666668,1,0,1,0,0,4,50,4508.0,0.0044365572315882874,0.03546099290780142
Pajama Set,4T,6063,39.0,2022-05-25,5,Feelin' Pine,Fall,Hero,Neutral,Neutral,Light Blue,Pineapple,Fruits,582,432,898.0,485.0,9039,12068,50330.0,33310.0,80,A,29.0,34.0,40.0,44.0,45.0,46.0,0,273.5786666666668,1,0,1,0,0,4,80,4508.0,0.01020408163265306,0.05673758865248227
Mom Pants,2XL,6077,38.0,2022-05-25,5,Feelin' Pine,Fall,Hero,Neutral,Adult Wear - Women,Light Blue,Pineapple,Fruits,228,97,353.0,122.0,9039,12068,50330.0,33310.0,40,A,63.0,81.0,84.0,87.0,95.0,101.0,1,273.5786666666668,1,0,0,0,0,4,80,4508.0,0.022404614019520853,0.028368794326241134
Mom Pants,M,6074,38.0,2022-05-25,5,Feelin' Pine,Fall,Hero,Neutral,Adult Wear - Women,Light Blue,Pineapple,Fruits,394,151,559.0,165.0,9039,12068,50330.0,33310.0,50,A,96.0,142.0,148.0,151.0,158.0,167.0,1,273.5786666666668,1,0,0,0,0,4,100,4508.0,0.0370452528837622,0.03546099290780142
Pajama Set,2T,6061,39.0,2022-05-25,5,Feelin' Pine,Fall,Hero,Neutral,Neutral,Light Blue,Pineapple,Fruits,1402,777,2646.0,1015.0,9039,12068,50330.0,33310.0,80,A,31.0,37.0,52.0,63.0,67.0,67.0,0,273.5786666666668,1,0,1,0,1,4,80,4508.0,0.014862466725820762,0.05673758865248227
Footie,12 - 18 Months,6040,36.0,2022-05-25,5,Feelin' Pine,Spring,Hero,Neutral,Neutral,Light Blue,Pineapple,Fruits,1718,1180,3228.0,1671.0,9039,12068,50330.0,33310.0,60,A,248.0,412.0,413.0,412.0,417.0,416.0,1,273.5786666666668,1,0,0,0,1,4,120,4508.0,0.09228039041703638,0.0425531914893617
Mom Pants,S,6073,38.0,2022-05-25,5,Feelin' Pine,Fall,Hero,Neutral,Adult Wear - Women,Light Blue,Pineapple,Fruits,279,102,431.0,104.0,9039,12068,50330.0,33310.0,40,A,83.0,118.0,128.0,132.0,142.0,151.0,1,273.5786666666668,1,0,0,0,0,4,80,4508.0,0.03349600709849157,0.028368794326241134
Mom Pants,XL,6076,38.0,2022-05-25,5,Feelin' Pine,Summer,Hero,Neutral,Adult Wear - Women,Light Blue,Pineapple,Fruits,346,120,530.0,125.0,9039,12068,50330.0,33310.0,40,A,74.0,103.0,110.0,122.0,132.0,141.0,1,273.5786666666668,1,0,0,0,0,4,80,4508.0,0.03127772848269743,0.028368794326241134
Pajama Set,7/8Y,6065,39.0,2022-05-25,5,Feelin' Pine,Fall,Hero,Neutral,Neutral,Light Blue,Pineapple,Fruits,362,269,540.0,304.0,9039,12068,50330.0,33310.0,50,A,16.0,19.0,27.0,26.0,26.0,26.0,0,273.5786666666668,1,0,1,0,0,4,50,4508.0,0.005767524401064774,0.03546099290780142
Footie,0 - 3 Months,6036,36.0,2022-05-25,5,Feelin' Pine,Fall,Hero,Neutral,Neutral,Light Blue,Pineapple,Fruits,554,988,838.0,1265.0,9039,12068,50330.0,33310.0,60,A,178.0,324.0,389.0,389.0,393.0,392.0,1,273.5786666666668,1,0,0,0,1,4,120,4508.0,0.08695652173913043,0.0425531914893617
